duration,start_time,start_stn,start_term,end_time,end_stn,end_term,bikenum,user,zipcode
504,2/19/14 7:28,San Jose City Hall,10,2/19/14 7:36,San Jose Diridon Caltrain Station,2,239,Subscriber,95113
842,2/19/14 7:33,San Jose Diridon Caltrain Station,2,2/19/14 7:47,San Jose City Hall,10,70,Subscriber,94502
493,2/19/14 7:34,SJSU - San Salvador at 9th,16,2/19/14 7:42,San Jose Diridon Caltrain Station,2,208,Subscriber,95112
411,2/19/14 7:43,San Jose Diridon Caltrain Station,2,2/19/14 7:50,San Pedro Square,6,208,Subscriber,94110
868,2/19/14 7:53,SJSU - San Salvador at 9th,16,2/19/14 8:08,SJSU - San Salvador at 9th,16,176,Subscriber,95126
255,2/19/14 7:54,San Jose Diridon Caltrain Station,2,2/19/14 7:58,Adobe on Almaden,5,239,Subscriber,95037
213,2/19/14 8:02,San Salvador at 1st,8,2/19/14 8:05,MLK Library,11,148,Subscriber,95113
307,2/19/14 8:04,San Jose Diridon Caltrain Station,2,2/19/14 8:09,Santa Clara at Almaden,4,11,Subscriber,94103
317,2/19/14 8:18,San Jose Diridon Caltrain Station,2,2/19/14 8:23,Santa Clara at Almaden,4,59,Subscriber,94403
624,2/19/14 8:19,San Jose Diridon Caltrain Station,2,2/19/14 8:30,MLK Library,11,87,Subscriber,94041
202,2/19/14 8:20,San Salvador at 1st,8,2/19/14 8:23,SJSU 4th at San Carlos,12,307,Subscriber,95112
364,2/19/14 8:46,San Jose Diridon Caltrain Station,2,2/19/14 8:52,San Pedro Square,6,701,Subscriber,94002
451,2/19/14 8:55,Santa Clara at Almaden,4,2/19/14 9:02,SJSU 4th at San Carlos,12,37,Subscriber,95110
207,2/19/14 10:20,Santa Clara at Almaden,4,2/19/14 10:24,San Jose Civic Center,3,205,Subscriber,95112
1744,2/19/14 10:54,St James Park,13,2/19/14 11:24,Adobe on Almaden,5,665,Customer,95112
1597,2/19/14 10:57,St James Park,13,2/19/14 11:24,Adobe on Almaden,5,180,Customer,95112
147,2/19/14 11:24,SJSU 4th at San Carlos,12,2/19/14 11:27,San Salvador at 1st,8,307,Subscriber,95112
889,2/19/14 11:25,Adobe on Almaden,5,2/19/14 11:40,St James Park,13,44,Customer,95112
325,2/19/14 11:39,San Jose Diridon Caltrain Station,2,2/19/14 11:44,Santa Clara at Almaden,4,20,Subscriber,95113
254,2/19/14 11:51,San Jose City Hall,10,2/19/14 11:55,San Salvador at 1st,8,70,Subscriber,95113
267,2/19/14 12:34,San Jose Civic Center,3,2/19/14 12:38,Santa Clara at Almaden,4,205,Subscriber,95112
269,2/19/14 12:53,San Salvador at 1st,8,2/19/14 12:58,MLK Library,11,133,Subscriber,95113
164,2/19/14 13:25,Santa Clara at Almaden,4,2/19/14 13:28,Arena Green / SAP Center,14,20,Subscriber,95113
156,2/19/14 13:46,SJSU 4th at San Carlos,12,2/19/14 13:49,San Salvador at 1st,8,72,Subscriber,95112
11066,2/19/14 14:15,St James Park,13,2/19/14 17:20,St James Park,13,232,Customer,90813
10825,2/19/14 14:16,St James Park,13,2/19/14 17:16,St James Park,13,254,Customer,90813
263,2/19/14 14:25,San Jose Civic Center,3,2/19/14 14:30,MLK Library,11,78,Subscriber,95112
146,2/19/14 14:43,Santa Clara at Almaden,4,2/19/14 14:46,Arena Green / SAP Center,14,205,Subscriber,95113
675,2/19/14 14:54,San Salvador at 1st,8,2/19/14 15:05,San Jose City Hall,10,72,Subscriber,95070
1497,2/19/14 15:22,Japantown,9,2/19/14 15:47,San Jose Diridon Caltrain Station,2,297,Subscriber,95112
503,2/19/14 16:07,San Jose City Hall,10,2/19/14 16:16,San Jose Diridon Caltrain Station,2,72,Subscriber,94502
486,2/19/14 16:17,St James Park,13,2/19/14 16:25,San Jose Diridon Caltrain Station,2,672,Subscriber,95112
215,2/19/14 16:38,Santa Clara at Almaden,4,2/19/14 16:42,San Jose Diridon Caltrain Station,2,229,Subscriber,94403
217,2/19/14 16:42,SJSU - San Salvador at 9th,16,2/19/14 16:46,SJSU 4th at San Carlos,12,150,Subscriber,94044
345,2/19/14 16:48,San Pedro Square,6,2/19/14 16:54,San Jose Diridon Caltrain Station,2,208,Subscriber,94002
7396,2/19/14 16:50,San Jose City Hall,10,2/19/14 18:53,SJSU - San Salvador at 9th,16,60,Subscriber,95126
1159,2/19/14 16:50,San Pedro Square,6,2/19/14 17:10,San Jose Government Center,80,242,Subscriber,95110
270,2/19/14 16:54,San Jose City Hall,10,2/19/14 16:59,San Salvador at 1st,8,149,Subscriber,95112
445,2/19/14 17:09,San Pedro Square,6,2/19/14 17:16,San Jose Diridon Caltrain Station,2,648,Subscriber,95113
502,2/19/14 17:10,San Jose Diridon Caltrain Station,2,2/19/14 17:18,MLK Library,11,72,Subscriber,95113
922,2/19/14 17:13,San Jose Government Center,80,2/19/14 17:29,San Pedro Square,6,174,Subscriber,95110
248,2/19/14 17:30,Adobe on Almaden,5,2/19/14 17:34,San Jose Diridon Caltrain Station,2,709,Subscriber,94105
450,2/19/14 17:32,St James Park,13,2/19/14 17:40,San Jose Diridon Caltrain Station,2,232,Subscriber,94108
251,2/19/14 17:36,Santa Clara at Almaden,4,2/19/14 17:40,San Jose Diridon Caltrain Station,2,177,Subscriber,94103
125,2/19/14 18:17,MLK Library,11,2/19/14 18:19,SJSU 4th at San Carlos,12,191,Subscriber,95112
199,2/19/14 18:19,Paseo de San Antonio,7,2/19/14 18:22,San Jose City Hall,10,160,Subscriber,95112
115,2/19/14 18:39,Paseo de San Antonio,7,2/19/14 18:41,MLK Library,11,31,Subscriber,95112
437,2/19/14 19:20,San Pedro Square,6,2/19/14 19:28,Paseo de San Antonio,7,174,Subscriber,95110
424,2/19/14 19:48,Paseo de San Antonio,7,2/19/14 19:55,San Pedro Square,6,176,Subscriber,95110
300,2/19/14 20:11,St James Park,13,2/19/14 20:16,Japantown,9,657,Subscriber,95112
307,2/19/14 20:51,MLK Library,11,2/19/14 20:56,SJSU - San Salvador at 9th,16,24,Subscriber,95112
606,2/19/14 20:56,San Jose Diridon Caltrain Station,2,2/19/14 21:06,MLK Library,11,177,Subscriber,95112
610,2/19/14 21:11,San Jose Diridon Caltrain Station,2,2/19/14 21:21,SJSU - San Salvador at 9th,16,308,Subscriber,95112
286,2/19/14 21:16,SJSU 4th at San Carlos,12,2/19/14 21:21,SJSU - San Salvador at 9th,16,150,Subscriber,94044
725,2/19/14 22:11,San Jose Diridon Caltrain Station,2,2/19/14 22:23,Paseo de San Antonio,7,297,Subscriber,95112
194,2/19/14 22:37,Arena Green / SAP Center,14,2/19/14 22:40,Santa Clara at Almaden,4,20,Subscriber,95113
291,2/19/14 22:50,SJSU 4th at San Carlos,12,2/19/14 22:55,Santa Clara at Almaden,4,37,Subscriber,95110
165,2/19/14 23:02,Arena Green / SAP Center,14,2/19/14 23:04,Santa Clara at Almaden,4,205,Subscriber,95113
877,2/20/14 0:11,San Jose Diridon Caltrain Station,2,2/20/14 0:25,Japantown,9,672,Subscriber,95112
394,2/20/14 1:22,SJSU 4th at San Carlos,12,2/20/14 1:29,SJSU 4th at San Carlos,12,93,Customer,
70,2/20/14 6:57,San Jose Diridon Caltrain Station,2,2/20/14 6:58,San Jose Diridon Caltrain Station,2,648,Subscriber,95020
209,2/20/14 6:59,San Jose Diridon Caltrain Station,2,2/20/14 7:03,Santa Clara at Almaden,4,709,Subscriber,95020
466,2/20/14 7:54,SJSU - San Salvador at 9th,16,2/20/14 8:02,San Jose Diridon Caltrain Station,2,308,Subscriber,95112
257,2/20/14 7:55,San Jose Diridon Caltrain Station,2,2/20/14 7:59,Adobe on Almaden,5,229,Subscriber,95037
207,2/20/14 8:03,San Salvador at 1st,8,2/20/14 8:07,MLK Library,11,149,Subscriber,95113
236,2/20/14 8:15,San Jose Diridon Caltrain Station,2,2/20/14 8:19,Santa Clara at Almaden,4,308,Subscriber,94403
876,2/20/14 8:44,San Jose Diridon Caltrain Station,2,2/20/14 8:59,San Jose Civic Center,3,107,Customer,94010
212,2/20/14 8:48,San Salvador at 1st,8,2/20/14 8:52,SJSU 4th at San Carlos,12,307,Subscriber,95112
323,2/20/14 9:02,San Jose Diridon Caltrain Station,2,2/20/14 9:08,Santa Clara at Almaden,4,649,Subscriber,94103
303,2/20/14 9:03,Santa Clara at Almaden,4,2/20/14 9:08,SJSU 4th at San Carlos,12,37,Subscriber,95110
226,2/20/14 9:22,SJSU - San Salvador at 9th,16,2/20/14 9:26,Paseo de San Antonio,7,117,Subscriber,95126
351,2/20/14 9:23,Santa Clara at Almaden,4,2/20/14 9:29,San Jose Diridon Caltrain Station,2,205,Subscriber,95113
1302,2/20/14 10:03,San Jose Diridon Caltrain Station,2,2/20/14 10:25,Santa Clara at Almaden,4,193,Subscriber,94117
491,2/20/14 11:11,San Jose Diridon Caltrain Station,2,2/20/14 11:20,Santa Clara at Almaden,4,205,Subscriber,95113
186,2/20/14 11:15,San Jose City Hall,10,2/20/14 11:18,Paseo de San Antonio,7,160,Subscriber,95112
2008,2/20/14 11:16,Santa Clara at Almaden,4,2/20/14 11:50,Santa Clara at Almaden,4,20,Customer,95037
186,2/20/14 11:26,MLK Library,11,2/20/14 11:29,San Salvador at 1st,8,72,Subscriber,95113
138,2/20/14 11:37,SJSU 4th at San Carlos,12,2/20/14 11:40,San Salvador at 1st,8,663,Subscriber,95112
226,2/20/14 11:41,Paseo de San Antonio,7,2/20/14 11:45,MLK Library,11,160,Subscriber,95112
301,2/20/14 12:09,SJSU - San Salvador at 9th,16,2/20/14 12:14,SJSU 4th at San Carlos,12,717,Subscriber,94044
217,2/20/14 12:15,San Salvador at 1st,8,2/20/14 12:18,MLK Library,11,216,Subscriber,95113
447,2/20/14 12:52,Arena Green / SAP Center,14,2/20/14 12:59,Adobe on Almaden,5,255,Subscriber,95120
620,2/20/14 13:13,San Jose City Hall,10,2/20/14 13:23,San Jose City Hall,10,651,Subscriber,94502
454,2/20/14 13:20,SJSU - San Salvador at 9th,16,2/20/14 13:27,Paseo de San Antonio,7,209,Subscriber,95112
415,2/20/14 13:26,Adobe on Almaden,5,2/20/14 13:33,Arena Green / SAP Center,14,255,Subscriber,95120
172,2/20/14 14:00,Santa Clara at Almaden,4,2/20/14 14:03,Arena Green / SAP Center,14,205,Subscriber,95113
948,2/20/14 14:33,San Salvador at 1st,8,2/20/14 14:48,Japantown,9,663,Subscriber,95112
513,2/20/14 14:43,San Jose Diridon Caltrain Station,2,2/20/14 14:51,San Pedro Square,6,130,Subscriber,94609
137,2/20/14 14:54,MLK Library,11,2/20/14 14:56,SJSU 4th at San Carlos,12,31,Subscriber,95112
828,2/20/14 15:24,Japantown,9,2/20/14 15:38,San Salvador at 1st,8,663,Subscriber,95112
391,2/20/14 15:31,San Jose City Hall,10,2/20/14 15:38,SJSU - San Salvador at 9th,16,262,Subscriber,95112
376,2/20/14 15:52,San Pedro Square,6,2/20/14 15:58,San Jose Diridon Caltrain Station,2,176,Subscriber,94002
527,2/20/14 15:58,Paseo de San Antonio,7,2/20/14 16:07,San Jose Diridon Caltrain Station,2,209,Subscriber,94117
263,2/20/14 16:15,Santa Clara at Almaden,4,2/20/14 16:20,San Jose Diridon Caltrain Station,2,649,Subscriber,94103
229,2/20/14 16:30,Santa Clara at Almaden,4,2/20/14 16:34,San Jose Diridon Caltrain Station,2,308,Subscriber,95020
224,2/20/14 16:55,Santa Clara at Almaden,4,2/20/14 16:59,San Jose Diridon Caltrain Station,2,709,Subscriber,94403
537,2/20/14 17:04,San Jose City Hall,10,2/20/14 17:13,San Jose Diridon Caltrain Station,2,168,Customer,94010
430,2/20/14 17:11,San Pedro Square,6,2/20/14 17:18,San Jose Diridon Caltrain Station,2,648,Subscriber,95110
432,2/20/14 17:19,San Pedro Square,6,2/20/14 17:26,San Jose Diridon Caltrain Station,2,11,Subscriber,95377
400,2/20/14 17:27,San Pedro Square,6,2/20/14 17:34,San Jose Diridon Caltrain Station,2,130,Subscriber,94609
446,2/20/14 17:38,San Jose Diridon Caltrain Station,2,2/20/14 17:45,MLK Library,11,649,Subscriber,95113
93,2/20/14 17:39,MLK Library,11,2/20/14 17:40,SJSU 4th at San Carlos,12,160,Subscriber,95112
120,2/20/14 18:07,SJSU 4th at San Carlos,12,2/20/14 18:09,MLK Library,11,191,Subscriber,95112
469,2/20/14 18:14,San Jose Diridon Caltrain Station,2,2/20/14 18:22,St James Park,13,209,Subscriber,95112
420,2/20/14 18:14,San Jose Diridon Caltrain Station,2,2/20/14 18:21,San Pedro Square,6,11,Subscriber,95127
565,2/20/14 19:26,Paseo de San Antonio,7,2/20/14 19:36,San Jose Diridon Caltrain Station,2,647,Subscriber,94110
665,2/20/14 19:36,San Jose Diridon Caltrain Station,2,2/20/14 19:47,Japantown,9,229,Subscriber,95112
168,2/20/14 19:43,Arena Green / SAP Center,14,2/20/14 19:46,Santa Clara at Almaden,4,205,Subscriber,95113
332,2/20/14 20:59,San Jose Civic Center,3,2/20/14 21:05,San Jose Diridon Caltrain Station,2,39,Subscriber,95126
291,2/20/14 21:52,SJSU 4th at San Carlos,12,2/20/14 21:57,Santa Clara at Almaden,4,37,Subscriber,95110
544,2/20/14 22:09,San Jose Diridon Caltrain Station,2,2/20/14 22:18,SJSU - San Salvador at 9th,16,308,Subscriber,95112
684,2/20/14 22:09,San Jose Diridon Caltrain Station,2,2/20/14 22:21,Paseo de San Antonio,7,39,Subscriber,95112
572,2/21/14 1:32,San Jose Diridon Caltrain Station,2,2/21/14 1:42,Japantown,9,176,Subscriber,95112
282,2/21/14 5:33,Santa Clara at Almaden,4,2/21/14 5:38,San Jose Diridon Caltrain Station,2,37,Subscriber,95110
474,2/21/14 6:28,San Jose Diridon Caltrain Station,2,2/21/14 6:36,San Pedro Square,6,647,Subscriber,95110
416,2/21/14 6:33,St James Park,13,2/21/14 6:40,San Jose Diridon Caltrain Station,2,209,Subscriber,95112
754,2/21/14 7:33,San Jose Diridon Caltrain Station,2,2/21/14 7:46,San Jose City Hall,10,709,Subscriber,94502
445,2/21/14 7:48,San Jose Diridon Caltrain Station,2,2/21/14 7:55,San Pedro Square,6,209,Subscriber,95377
400,2/21/14 7:42,San Jose Diridon Caltrain Station,2,2/21/14 7:49,San Pedro Square,6,37,Subscriber,94110
412,2/21/14 7:50,Paseo de San Antonio,7,2/21/14 7:57,San Jose Diridon Caltrain Station,2,174,Subscriber,95112
499,2/21/14 7:52,SJSU - San Salvador at 9th,16,2/21/14 8:01,San Jose Diridon Caltrain Station,2,262,Subscriber,95112
244,2/21/14 7:53,San Salvador at 1st,8,2/21/14 7:57,MLK Library,11,87,Subscriber,95113
344,2/21/14 7:53,San Jose Diridon Caltrain Station,2,2/21/14 7:59,Adobe on Almaden,5,188,Subscriber,95037
305,2/21/14 8:13,San Jose Diridon Caltrain Station,2,2/21/14 8:18,Santa Clara at Almaden,4,174,Subscriber,94103
276,2/21/14 8:37,Santa Clara at Almaden,4,2/21/14 8:42,Arena Green / SAP Center,14,205,Subscriber,95113
488,2/21/14 8:37,Paseo de San Antonio,7,2/21/14 8:45,San Jose Diridon Caltrain Station,2,43,Subscriber,95113
352,2/21/14 9:19,Santa Clara at Almaden,4,2/21/14 9:25,SJSU 4th at San Carlos,12,20,Subscriber,95110
213,2/21/14 9:23,Santa Clara at Almaden,4,2/21/14 9:27,Arena Green / SAP Center,14,193,Subscriber,95113
607,2/21/14 9:44,Japantown,9,2/21/14 9:54,Japantown,9,55,Subscriber,95122
132,2/21/14 11:51,SJSU 4th at San Carlos,12,2/21/14 11:54,Paseo de San Antonio,7,160,Subscriber,95112
244,2/21/14 11:57,San Jose City Hall,10,2/21/14 12:01,San Salvador at 1st,8,232,Subscriber,95113
158,2/21/14 11:57,Paseo de San Antonio,7,2/21/14 12:00,MLK Library,11,160,Subscriber,95112
229,2/21/14 12:35,St James Park,13,2/21/14 12:39,San Pedro Square,6,44,Subscriber,95110
328,2/21/14 12:36,Paseo de San Antonio,7,2/21/14 12:41,SJSU 4th at San Carlos,12,88,Subscriber,95112
236,2/21/14 12:45,San Salvador at 1st,8,2/21/14 12:49,MLK Library,11,232,Subscriber,95113
288,2/21/14 13:09,San Jose City Hall,10,2/21/14 13:14,Adobe on Almaden,5,40,Subscriber,94041
339,2/21/14 14:03,San Jose Civic Center,3,2/21/14 14:08,MLK Library,11,246,Subscriber,94041
390,2/21/14 14:51,San Pedro Square,6,2/21/14 14:57,San Jose Diridon Caltrain Station,2,701,Subscriber,95110
1684,2/21/14 14:53,San Jose City Hall,10,2/21/14 15:21,San Jose City Hall,10,52,Subscriber,95112
171,2/21/14 15:23,Santa Clara at Almaden,4,2/21/14 15:26,Arena Green / SAP Center,14,159,Subscriber,95113
157,2/21/14 15:36,San Pedro Square,6,2/21/14 15:39,San Pedro Square,6,44,Subscriber,95014
417,2/21/14 16:09,San Jose City Hall,10,2/21/14 16:16,San Jose Diridon Caltrain Station,2,52,Subscriber,94502
250,2/21/14 16:30,Santa Clara at Almaden,4,2/21/14 16:34,San Jose Diridon Caltrain Station,2,174,Subscriber,94103
204,2/21/14 17:03,Arena Green / SAP Center,14,2/21/14 17:06,Santa Clara at Almaden,4,159,Subscriber,95113
382,2/21/14 17:12,Paseo de San Antonio,7,2/21/14 17:19,San Jose Diridon Caltrain Station,2,297,Subscriber,94118
402,2/21/14 17:19,San Pedro Square,6,2/21/14 17:26,San Jose Diridon Caltrain Station,2,209,Subscriber,95377
271,2/21/14 17:36,San Jose Diridon Caltrain Station,2,2/21/14 17:41,Santa Clara at Almaden,4,262,Subscriber,95110
465,2/21/14 17:36,San Jose Diridon Caltrain Station,2,2/21/14 17:44,Paseo de San Antonio,7,174,Subscriber,95113
215,2/21/14 18:01,MLK Library,11,2/21/14 18:04,San Salvador at 1st,8,191,Subscriber,95112
270,2/21/14 18:19,Santa Clara at Almaden,4,2/21/14 18:24,San Jose Diridon Caltrain Station,2,20,Subscriber,95110
566,2/21/14 18:37,San Jose Diridon Caltrain Station,2,2/21/14 18:47,Paseo de San Antonio,7,43,Subscriber,95113
752,2/21/14 18:54,San Salvador at 1st,8,2/21/14 19:06,San Pedro Square,6,72,Subscriber,95113
679,2/21/14 18:55,San Salvador at 1st,8,2/21/14 19:06,San Pedro Square,6,70,Subscriber,95113
248,2/21/14 19:08,Adobe on Almaden,5,2/21/14 19:12,Paseo de San Antonio,7,639,Subscriber,94536
746,2/21/14 19:18,San Jose Diridon Caltrain Station,2,2/21/14 19:30,MLK Library,11,52,Subscriber,95112
583,2/21/14 19:36,San Jose Diridon Caltrain Station,2,2/21/14 19:46,SJSU - San Salvador at 9th,16,20,Subscriber,95112
663,2/21/14 19:39,San Jose Diridon Caltrain Station,2,2/21/14 19:50,Japantown,9,701,Subscriber,95112
17684,2/21/14 19:41,Arena Green / SAP Center,14,2/22/14 0:36,Arena Green / SAP Center,14,96,Customer,95111
16359,2/21/14 20:24,San Jose City Hall,10,2/22/14 0:56,San Jose City Hall,10,168,Customer,95454
258,2/21/14 21:04,SJSU 4th at San Carlos,12,2/21/14 21:09,SJSU - San Salvador at 9th,16,717,Subscriber,94044
275,2/21/14 21:15,Paseo de San Antonio,7,2/21/14 21:19,Adobe on Almaden,5,639,Subscriber,94536
314,2/21/14 22:29,San Pedro Square,6,2/21/14 22:34,San Jose Civic Center,3,647,Subscriber,95113
310,2/21/14 22:29,San Pedro Square,6,2/21/14 22:34,San Jose Civic Center,3,99,Subscriber,95113
209,2/21/14 23:44,Paseo de San Antonio,7,2/21/14 23:47,MLK Library,11,43,Subscriber,95110
289,2/21/14 23:47,MLK Library,11,2/21/14 23:52,Santa Clara at Almaden,4,43,Subscriber,95110
1117,2/22/14 0:50,SJSU 4th at San Carlos,12,2/22/14 1:09,SJSU 4th at San Carlos,12,148,Subscriber,95125
420,2/22/14 1:32,San Jose Diridon Caltrain Station,2,2/22/14 1:39,Paseo de San Antonio,7,108,Subscriber,95112
194,2/22/14 3:06,Santa Clara at Almaden,4,2/22/14 3:09,San Pedro Square,6,43,Subscriber,95110
14556,2/22/14 8:01,San Salvador at 1st,8,2/22/14 12:03,San Salvador at 1st,8,663,Customer,95113
14429,2/22/14 8:03,San Salvador at 1st,8,2/22/14 12:03,San Salvador at 1st,8,202,Customer,95113
550,2/22/14 8:42,Paseo de San Antonio,7,2/22/14 8:51,San Jose Diridon Caltrain Station,2,174,Subscriber,95113
569,2/22/14 8:42,Paseo de San Antonio,7,2/22/14 8:51,San Jose Diridon Caltrain Station,2,216,Subscriber,95113
175,2/22/14 9:30,Santa Clara at Almaden,4,2/22/14 9:33,Arena Green / SAP Center,14,159,Subscriber,95113
305,2/22/14 10:26,Santa Clara at Almaden,4,2/22/14 10:31,San Jose Diridon Caltrain Station,2,193,Subscriber,95110
425,2/22/14 11:56,San Jose Civic Center,3,2/22/14 12:03,San Pedro Square,6,107,Subscriber,95113
391,2/22/14 11:56,San Jose Civic Center,3,2/22/14 12:03,San Pedro Square,6,99,Subscriber,95113
166,2/22/14 11:57,San Pedro Square,6,2/22/14 12:00,San Pedro Square,6,715,Subscriber,94114
323,2/22/14 12:37,San Pedro Square,6,2/22/14 12:42,San Jose Civic Center,3,196,Subscriber,95113
399,2/22/14 12:37,San Pedro Square,6,2/22/14 12:43,MLK Library,11,44,Subscriber,95110
629,2/22/14 13:34,Japantown,9,2/22/14 13:45,Paseo de San Antonio,7,701,Subscriber,95112
139,2/22/14 13:45,Santa Clara at Almaden,4,2/22/14 13:47,Arena Green / SAP Center,14,645,Subscriber,95113
316,2/22/14 14:19,Arena Green / SAP Center,14,2/22/14 14:24,Adobe on Almaden,5,255,Customer,95136
448,2/22/14 14:39,San Pedro Square,6,2/22/14 14:47,San Jose Diridon Caltrain Station,2,99,Subscriber,95110
842,2/22/14 15:03,Paseo de San Antonio,7,2/22/14 15:17,San Salvador at 1st,8,87,Subscriber,95113
1093,2/22/14 15:07,Adobe on Almaden,5,2/22/14 15:25,SJSU - San Salvador at 9th,16,675,Customer,94043
939,2/22/14 15:27,SJSU - San Salvador at 9th,16,2/22/14 15:43,MLK Library,11,24,Customer,94043
523,2/22/14 16:29,Arena Green / SAP Center,14,2/22/14 16:38,San Jose Civic Center,3,645,Subscriber,95113
1456,2/22/14 16:54,San Salvador at 1st,8,2/22/14 17:18,Paseo de San Antonio,7,202,Subscriber,95113
663,2/22/14 17:13,San Jose Civic Center,3,2/22/14 17:24,San Jose Diridon Caltrain Station,2,645,Subscriber,95113
577,2/22/14 17:55,San Jose Diridon Caltrain Station,2,2/22/14 18:05,San Jose City Hall,10,645,Subscriber,94550
319,2/22/14 19:19,Paseo de San Antonio,7,2/22/14 19:25,San Pedro Square,6,202,Subscriber,95112
326,2/22/14 20:06,San Jose Diridon Caltrain Station,2,2/22/14 20:12,Adobe on Almaden,5,209,Subscriber,95110
285,2/22/14 20:12,Adobe on Almaden,5,2/22/14 20:17,San Jose Civic Center,3,209,Subscriber,95110
358,2/22/14 20:21,San Salvador at 1st,8,2/22/14 20:27,SJSU - San Salvador at 9th,16,209,Subscriber,95110
306,2/22/14 20:29,SJSU - San Salvador at 9th,16,2/22/14 20:34,MLK Library,11,209,Subscriber,95110
447,2/22/14 20:34,MLK Library,11,2/22/14 20:41,San Jose City Hall,10,209,Subscriber,95110
252,2/22/14 20:42,San Jose City Hall,10,2/22/14 20:46,SJSU 4th at San Carlos,12,209,Subscriber,95110
270,2/22/14 20:46,SJSU 4th at San Carlos,12,2/22/14 20:51,Paseo de San Antonio,7,209,Subscriber,95110
168,2/22/14 20:49,San Pedro Square,6,2/22/14 20:52,Santa Clara at Almaden,4,70,Subscriber,95112
315,2/22/14 20:53,Paseo de San Antonio,7,2/22/14 20:58,St James Park,13,209,Subscriber,95110
624,2/22/14 20:54,San Jose Diridon Caltrain Station,2,2/22/14 21:04,Paseo de San Antonio,7,174,Subscriber,95113
583,2/22/14 20:54,San Jose Diridon Caltrain Station,2,2/22/14 21:04,Paseo de San Antonio,7,175,Subscriber,95113
354,2/22/14 20:58,St James Park,13,2/22/14 21:04,San Pedro Square,6,209,Subscriber,95110
150,2/22/14 21:49,Arena Green / SAP Center,14,2/22/14 21:51,Santa Clara at Almaden,4,159,Subscriber,95113
344,2/22/14 22:30,Santa Clara at Almaden,4,2/22/14 22:36,Paseo de San Antonio,7,249,Subscriber,95112
497,2/22/14 23:14,MLK Library,11,2/22/14 23:23,SJSU - San Salvador at 9th,16,232,Customer,
313,2/23/14 2:58,Santa Clara at Almaden,4,2/23/14 3:04,San Pedro Square,6,209,Subscriber,95110
2689,2/23/14 8:35,Santa Clara at Almaden,4,2/23/14 9:20,Santa Clara at Almaden,4,70,Customer,95811
2691,2/23/14 8:35,Santa Clara at Almaden,4,2/23/14 9:20,Santa Clara at Almaden,4,159,Customer,95811
9971,2/23/14 9:50,San Jose Civic Center,3,2/23/14 12:37,San Jose Civic Center,3,685,Customer,85284
9962,2/23/14 9:51,San Jose Civic Center,3,2/23/14 12:37,San Jose Civic Center,3,196,Customer,85284
587,2/23/14 10:03,Arena Green / SAP Center,14,2/23/14 10:13,Paseo de San Antonio,7,642,Customer,95113
255,2/23/14 10:31,Santa Clara at Almaden,4,2/23/14 10:36,Arena Green / SAP Center,14,70,Subscriber,95113
143,2/23/14 10:42,San Pedro Square,6,2/23/14 10:44,San Pedro Square,6,660,Subscriber,95110
465,2/23/14 10:44,San Pedro Square,6,2/23/14 10:52,San Jose Diridon Caltrain Station,2,37,Subscriber,95110
218,2/23/14 11:33,Santa Clara at Almaden,4,2/23/14 11:36,San Pedro Square,6,159,Subscriber,95110
166,2/23/14 11:36,San Pedro Square,6,2/23/14 11:39,St James Park,13,159,Subscriber,95110
310,2/23/14 13:15,St James Park,13,2/23/14 13:20,Paseo de San Antonio,7,140,Subscriber,95112
30187,2/23/14 13:31,San Jose Diridon Caltrain Station,2,2/23/14 21:55,San Jose Diridon Caltrain Station,2,193,Customer,95112
30128,2/23/14 13:32,San Jose Diridon Caltrain Station,2,2/23/14 21:54,San Jose Diridon Caltrain Station,2,37,Customer,95112
224,2/23/14 13:43,Santa Clara at Almaden,4,2/23/14 13:47,Arena Green / SAP Center,14,246,Subscriber,95113
2738,2/23/14 15:51,St James Park,13,2/23/14 16:37,St James Park,13,159,Customer,95112
2802,2/23/14 15:51,St James Park,13,2/23/14 16:38,St James Park,13,190,Customer,95112
1330,2/23/14 16:17,Paseo de San Antonio,7,2/23/14 16:39,St James Park,13,175,Subscriber,95112
272,2/23/14 18:06,SJSU 4th at San Carlos,12,2/23/14 18:10,Santa Clara at Almaden,4,710,Subscriber,95110
216,2/23/14 20:19,Arena Green / SAP Center,14,2/23/14 20:22,San Pedro Square,6,246,Subscriber,95113
72,2/23/14 22:56,San Jose Diridon Caltrain Station,2,2/23/14 22:57,San Jose Diridon Caltrain Station,2,193,Subscriber,95110
425,2/23/14 22:58,San Jose Diridon Caltrain Station,2,2/23/14 23:05,San Pedro Square,6,93,Subscriber,95110
282,2/24/14 5:31,Santa Clara at Almaden,4,2/24/14 5:36,San Jose Diridon Caltrain Station,2,710,Subscriber,95110
176,2/24/14 6:56,San Jose Diridon Caltrain Station,2,2/24/14 6:59,Santa Clara at Almaden,4,710,Subscriber,95020
760,2/24/14 7:32,San Jose Diridon Caltrain Station,2,2/24/14 7:45,San Jose City Hall,10,37,Subscriber,94502
391,2/24/14 7:44,San Jose Diridon Caltrain Station,2,2/24/14 7:50,San Pedro Square,6,216,Subscriber,94110
416,2/24/14 7:50,Paseo de San Antonio,7,2/24/14 7:57,San Jose Diridon Caltrain Station,2,701,Subscriber,95112
503,2/24/14 7:53,SJSU - San Salvador at 9th,16,2/24/14 8:02,San Jose Diridon Caltrain Station,2,20,Subscriber,95112
